FILENAME,0dB,-5dB,DeepFilterNet
1_106_plus_2-125875-A-13_0dB.wav,0.3316,0.2760,0.4958
1_106_plus_2-125875-A-13_0dB_DeepFilterNet3.wav,0.3316,0.2760,0.4844
1_149_plus_2-80844-A-13_0dB.wav,0.6218,0.6287,0.4407
1_149_plus_2-80844-A-13_0dB_DeepFilterNet3.wav,0.6218,0.6287,0.5922
1_16_plus_3-129338-A-13_0dB.wav,0.5194,0.4585,0.2402
1_16_plus_3-129338-A-13_0dB_DeepFilterNet3.wav,0.5194,0.4585,0.3483
1_271_plus_3-134802-A-13_0dB.wav,0.2893,0.2672,0.3250
1_271_plus_3-134802-A-13_0dB_DeepFilterNet3.wav,0.2893,0.2672,0.3666
1_286_plus_3-155766-A-13_0dB.wav,0.7823,0.7309,0.6039
1_286_plus_3-155766-A-13_0dB_DeepFilterNet3.wav,0.7823,0.7309,0.7750
1_298_plus_1-59102-A-13_0dB.wav,0.7965,0.7362,0.7730
1_298_plus_1-59102-A-13_0dB_DeepFilterNet3.wav,0.7965,0.7362,0.5878
1_366_plus_2-96033-A-13_0dB.wav,0.5633,0.4815,0.3276
1_366_plus_2-96033-A-13_0dB_DeepFilterNet3.wav,0.5633,0.4815,0.7105
1_394_plus_1-7456-A-13_0dB.wav,0.6307,0.5207,0.3766
1_394_plus_1-7456-A-13_0dB_DeepFilterNet3.wav,0.6307,0.5207,0.3041
1_455_plus_3-163607-A-13_0dB.wav,0.8697,0.8180,0.6373
1_455_plus_3-163607-A-13_0dB_DeepFilterNet3.wav,0.8697,0.8180,0.4060
1_97_plus_5-210540-A-13_0dB.wav,0.6810,0.6394,0.4671
1_97_plus_5-210540-A-13_0dB_DeepFilterNet3.wav,0.6810,0.6394,0.3829
