FILENAME,0dB,-5dB,DeepFilterNet
1_162_plus_2-32515-B-4_-5dB.wav,0.6301,0.5416,0.5373
1_162_plus_2-32515-B-4_-5dB_DeepFilterNet3.wav,0.6301,0.5416,0.5976
1_187_plus_4-99644-B-4_-5dB.wav,0.3156,0.3190,0.3472
1_187_plus_4-99644-B-4_-5dB_DeepFilterNet3.wav,0.3156,0.3190,0.4343
1_230_plus_4-99644-A-4_-5dB.wav,0.4197,0.3929,0.0936
1_230_plus_4-99644-A-4_-5dB_DeepFilterNet3.wav,0.4197,0.3929,0.0988
1_240_plus_4-99644-C-4_-5dB.wav,0.5525,0.4768,0.4858
1_240_plus_4-99644-C-4_-5dB_DeepFilterNet3.wav,0.5525,0.4768,0.4907
1_249_plus_3-70962-A-4_-5dB.wav,0.4139,0.3856,0.3925
1_249_plus_3-70962-A-4_-5dB_DeepFilterNet3.wav,0.4139,0.3856,0.4369
1_277_plus_2-52789-A-4_-5dB.wav,0.9188,0.8947,0.3689
1_277_plus_2-52789-A-4_-5dB_DeepFilterNet3.wav,0.9188,0.8947,0.4755
1_36_plus_1-18757-A-4_-5dB.wav,0.5150,0.4898,0.6516
1_36_plus_1-18757-A-4_-5dB_DeepFilterNet3.wav,0.5150,0.4898,0.6134
1_425_plus_5-189795-A-4_-5dB.wav,0.6630,0.5809,0.3968
1_425_plus_5-189795-A-4_-5dB_DeepFilterNet3.wav,0.6630,0.5809,0.5084
1_481_plus_4-99193-A-4_-5dB.wav,0.5757,0.4815,0.4848
1_481_plus_4-99193-A-4_-5dB_DeepFilterNet3.wav,0.5757,0.4815,0.4548
1_488_plus_5-187201-A-4_-5dB.wav,0.6286,0.6284,0.5725
1_488_plus_5-187201-A-4_-5dB_DeepFilterNet3.wav,0.6286,0.6284,0.4668
