FILENAME,0dB,-5dB,Wavelet
1_138_plus_1-47819-C-5_0dB.wav,0.3758,0.2890,0.5904
1_188_plus_5-177614-A-5_0dB.wav,0.3763,0.3086,0.3851
1_193_plus_5-214759-A-5_0dB.wav,0.4279,0.2677,0.7003
1_231_plus_1-34094-B-5_0dB.wav,0.2706,0.2328,0.4730
1_265_plus_2-83934-A-5_0dB.wav,0.3074,0.2573,0.2430
1_315_plus_3-146964-A-5_0dB.wav,0.6606,0.5668,0.6503
1_328_plus_4-120160-A-5_0dB.wav,0.5014,0.3977,0.5597
1_357_plus_2-83934-B-5_0dB.wav,0.5581,0.4380,0.4756
1_395_plus_4-149940-B-5_0dB.wav,0.7699,0.7010,0.7589
1_425_plus_5-214759-B-5_0dB.wav,0.7703,0.6586,0.4944
