FILENAME,0dB,-5dB,DeepFilterNet
1_127_plus_5-263831-B-6_0dB.wav,0.6347,0.6583,0.7603
1_127_plus_5-263831-B-6_0dB_DeepFilterNet3.wav,0.6347,0.6583,0.6357
1_152_plus_2-120587-A-6_0dB.wav,0.4240,0.3776,0.6494
1_152_plus_2-120587-A-6_0dB_DeepFilterNet3.wav,0.4240,0.3776,0.7371
1_246_plus_3-178096-A-6_0dB.wav,0.5824,0.3689,0.5273
1_246_plus_3-178096-A-6_0dB_DeepFilterNet3.wav,0.5824,0.3689,0.4806
1_296_plus_1-31251-A-6_0dB.wav,0.4965,0.3899,0.3380
1_296_plus_1-31251-A-6_0dB_DeepFilterNet3.wav,0.4965,0.3899,0.3831
1_321_plus_3-171281-A-6_0dB.wav,0.3478,0.2417,0.2096
1_321_plus_3-171281-A-6_0dB_DeepFilterNet3.wav,0.3478,0.2417,0.2491
1_355_plus_3-164216-A-6_0dB.wav,0.6528,0.3851,0.6196
1_355_plus_3-164216-A-6_0dB_DeepFilterNet3.wav,0.6528,0.3851,0.6345
1_38_plus_3-164216-B-6_0dB.wav,0.8167,0.6452,0.7091
1_38_plus_3-164216-B-6_0dB_DeepFilterNet3.wav,0.8167,0.6452,0.7337
1_427_plus_5-263831-A-6_0dB.wav,0.7228,0.4918,0.4089
1_427_plus_5-263831-A-6_0dB_DeepFilterNet3.wav,0.7228,0.4918,0.4687
1_465_plus_2-75726-A-6_0dB.wav,0.5878,0.5809,0.5968
1_465_plus_2-75726-A-6_0dB_DeepFilterNet3.wav,0.5878,0.5809,0.5751
1_75_plus_1-71030-A-6_0dB.wav,0.4722,0.4663,0.4708
1_75_plus_1-71030-A-6_0dB_DeepFilterNet3.wav,0.4722,0.4663,0.4874
