FILENAME,0dB,-5dB,DeepFilterNet
1_150_plus_3-105236-A-7_0dB.wav,0.5701,0.4644,0.4426
1_150_plus_3-105236-A-7_0dB_DeepFilterNet3.wav,0.5701,0.4644,0.3825
1_275_plus_2-81970-A-7_0dB.wav,0.7652,0.6504,0.4638
1_275_plus_2-81970-A-7_0dB_DeepFilterNet3.wav,0.7652,0.6504,0.5605
1_324_plus_3-110913-B-7_0dB.wav,0.5064,0.3945,0.3699
1_324_plus_3-110913-B-7_0dB_DeepFilterNet3.wav,0.5064,0.3945,0.4127
1_369_plus_3-110913-A-7_0dB.wav,0.4076,0.4256,0.3916
1_369_plus_3-110913-A-7_0dB_DeepFilterNet3.wav,0.4076,0.4256,0.4108
1_387_plus_5-194932-A-7_0dB.wav,0.4646,0.4561,0.4989
1_387_plus_5-194932-A-7_0dB_DeepFilterNet3.wav,0.4646,0.4561,0.3896
1_400_plus_3-104761-B-7_0dB.wav,0.6839,0.3883,0.4404
1_400_plus_3-104761-B-7_0dB_DeepFilterNet3.wav,0.6839,0.3883,0.4346
1_464_plus_5-233787-A-7_0dB.wav,0.7396,0.4491,0.6342
1_464_plus_5-233787-A-7_0dB_DeepFilterNet3.wav,0.7396,0.4491,0.5932
1_494_plus_4-182314-B-7_0dB.wav,0.6417,0.6013,0.3790
1_494_plus_4-182314-B-7_0dB_DeepFilterNet3.wav,0.6417,0.6013,0.3727
1_69_plus_2-99955-A-7_0dB.wav,0.8442,0.7834,0.3340
1_69_plus_2-99955-A-7_0dB_DeepFilterNet3.wav,0.8442,0.7834,0.3196
1_88_plus_4-143118-A-7_0dB.wav,0.8539,0.7295,0.5903
1_88_plus_4-143118-A-7_0dB_DeepFilterNet3.wav,0.8539,0.7295,0.5478
