FILENAME,0dB,-5dB,DeepFilterNet
1_162_plus_5-182007-A-36_0dB.wav,0.4961,0.3854,0.5915
1_162_plus_5-182007-A-36_0dB_DeepFilterNet3.wav,0.4961,0.3854,0.4928
1_206_plus_2-106073-A-36_0dB.wav,0.3455,0.3398,0.5621
1_206_plus_2-106073-A-36_0dB_DeepFilterNet3.wav,0.3455,0.3398,0.5634
1_289_plus_3-159347-B-36_0dB.wav,0.4020,0.3663,0.3853
1_289_plus_3-159347-B-36_0dB_DeepFilterNet3.wav,0.4020,0.3663,0.5082
1_305_plus_2-106072-A-36_0dB.wav,0.2183,0.2149,0.4561
1_305_plus_2-106072-A-36_0dB_DeepFilterNet3.wav,0.2183,0.2149,0.4034
1_310_plus_1-19872-B-36_0dB.wav,0.2526,0.1978,0.3822
1_310_plus_1-19872-B-36_0dB_DeepFilterNet3.wav,0.2526,0.1978,0.4696
1_336_plus_2-141681-B-36_0dB.wav,0.2877,0.2799,0.3068
1_336_plus_2-141681-B-36_0dB_DeepFilterNet3.wav,0.2877,0.2799,0.3568
1_386_plus_2-141682-A-36_0dB.wav,0.5568,0.4303,0.4035
1_386_plus_2-141682-A-36_0dB_DeepFilterNet3.wav,0.5568,0.4303,0.3903
1_417_plus_3-159346-A-36_0dB.wav,0.3980,0.3075,0.3487
1_417_plus_3-159346-A-36_0dB_DeepFilterNet3.wav,0.3980,0.3075,0.4323
1_423_plus_5-212054-A-36_0dB.wav,0.5801,0.4610,0.5007
1_423_plus_5-212054-A-36_0dB_DeepFilterNet3.wav,0.5801,0.4610,0.3617
1_88_plus_1-79236-A-36_0dB.wav,0.4210,0.3700,0.2365
1_88_plus_1-79236-A-36_0dB_DeepFilterNet3.wav,0.4210,0.3700,0.1710
